,author,lang,le,il,et,de,que,ne,a,en,si,je,qui,son,vos,ce,tot,soi,un,par,cel,por,se,mout,mais,i,cant,come,car,tant,o,tu,mon,autre,plus,nos,nul,ja,cest,lor,pas,or,devant,tel,mie,on,nostre,ou,lors,vostre,sor,sans,la,puis,dont,apres,onque,aucun,ainz,ainsi,ci,ton,meisme,rien,quel,encore,coi,avant,fors,vers,chascun,entre,coment,jusque,trop,tost,avuec,non,donc,dedenz,assez,cui,contre,suen,ensemble,trestot,mieus,certes,sus,autresi,maint,maintenant,ariere,poi,des,atant,aussi,volentiers,encontre,desus,hors,pres,aincois,mien,plusor,parmi,nient,desoz,autrui,cantque,tantost,ui,selonc,laienz,ha,ca,iluec,outre,moins,e,tres,point,sovent,icel,desor,issi,voir,envers,neporcant,oil,soz,caienz,devers,adonc,entor,enz,enmi,endroit,gaire,dalez,mar,neis,derrier,jus,ez,demain,defors,ici,autrement,lez,tozjors,orendroit,amont,aval,tresque,environ,anuit,contreval,ainc,nenil,totevoies,atot,itant,auques,ades,autretel,autretant,matin,ier,ice,tuen,icest,piec,espoir,aillors,deci,contremont,combien,ambedos,rechief,autant,chies,estre,quelque,itel,encui,jadis,joste,pis,el,autel,iqui,ensement,ledit,hai,pardevant,es,sore,sis,sauf,ensus,meismement,sien,deca,desque,dela,nequedent,ai,sempre,ersoir,rechief_,que_que,lues,miemement,endementieres,dusque,jehui,enquenuit,dementieres,main,lasus,aucant,dejoste,quiconque,voire,naje,empres,avoi,prim,huimais,enjusque,ont,petitet,entreci,franchement,entresait,aussiment,encoste,quelconque,oan,orainz,diva,travers,buer,ambes,cil,chasque,entredeus,denz,demanois,lendemain,nun,partot,mi,enson,enteimes,endementre,aluec,ho,lonc,bas,manois,he_las,eluec,antan,sofisanment,sodainement,fi,ensorquetot,adens,autrefoiz,comfait,item,dementre,entretant,ore,moi,igaument,gote,nesun,deseur,rier,las,res,entre_tant,daerrainement,neporuec,assavoir,daerrain,premerain,excepte,idonc,sodain,viron,tempre,autresiment,endemain,ome,alors,vezci,sieue,tandis,seviaus,decoste,hu,com,jesque,ohi,lanque,trestost,pieca,enne,heu,durant,hui,entrementre,itot,parce,aie,foiz,ceci,helas,totesfoiz,encontreval,depuis,nen,poruec
GerbM_4eContv1_9000-12000,GerbM,NA,152,144,136,83,102,59,63,53,51,89,59,41,28,27,27,29,26,16,26,26,18,21,22,6,24,4,11,20,0,0,14,3,10,2,5,4,1,3,4,15,4,11,5,10,0,4,3,7,6,13,3,4,4,6,12,0,3,3,0,0,1,7,1,2,3,0,5,9,2,1,6,0,4,4,0,0,0,2,6,1,0,1,2,1,3,0,0,1,4,3,0,2,0,0,3,0,1,1,0,2,1,3,1,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,4,0,4,1,0,0,8,1,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GerbM_4eContv1_12000-15000,GerbM,NA,176,193,127,97,95,68,69,50,49,43,45,42,43,17,17,34,22,24,21,17,28,28,14,15,12,7,10,28,6,3,7,9,14,4,10,7,8,5,11,9,6,1,3,2,2,1,0,6,7,15,2,9,3,4,6,0,6,0,3,0,0,4,4,1,3,4,3,4,5,1,1,0,1,6,1,1,1,0,3,3,0,1,1,1,1,0,1,0,2,1,1,4,0,0,1,3,0,1,0,3,0,0,0,0,1,0,3,2,2,3,0,0,0,0,0,0,2,0,0,2,5,0,1,0,5,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,75,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GerbM_4eContv1_15000-18000,GerbM,NA,189,142,110,103,76,64,82,57,30,35,44,48,31,18,20,38,24,22,14,27,19,21,18,9,25,10,18,30,2,10,7,8,15,3,9,8,4,7,4,4,3,12,3,5,0,5,12,8,5,12,4,7,5,5,3,0,9,2,1,0,2,2,0,1,4,0,2,5,8,0,0,0,3,6,2,0,0,0,2,2,0,1,1,1,0,1,1,0,0,3,0,5,0,0,0,1,0,0,2,2,2,2,0,0,2,2,0,1,1,2,0,0,1,0,3,0,1,0,4,3,2,0,1,1,6,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GerbM_4eContv1_18000-21000,GerbM,NA,213,118,129,84,57,69,71,69,39,39,59,40,34,20,16,39,25,33,15,14,9,42,16,13,16,8,12,15,4,0,12,6,4,5,4,0,2,3,5,4,4,10,2,3,4,5,3,10,5,10,4,6,6,3,13,0,4,2,3,0,0,6,2,1,2,2,3,2,3,2,3,1,1,11,7,1,0,1,3,5,0,1,1,4,2,0,1,0,3,3,0,3,0,0,2,2,1,0,0,3,2,0,0,0,0,0,0,4,1,2,0,2,0,2,1,2,0,1,6,0,0,1,2,1,5,1,0,0,2,1,2,0,0,3,0,0,1,0,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,124,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GerbM_4eContv1_21000-24000,GerbM,NA,202,135,146,98,69,44,71,55,38,26,38,52,12,25,33,44,30,29,16,18,7,44,18,13,17,6,8,18,5,1,7,10,13,3,4,2,1,11,6,3,10,8,3,2,0,3,4,3,7,11,4,8,6,2,1,1,3,5,1,0,1,1,1,1,3,1,2,2,10,3,0,0,1,2,2,0,0,2,3,1,1,2,0,4,2,1,1,1,10,0,0,5,1,1,3,1,1,0,1,0,0,0,0,0,0,3,0,0,2,4,0,1,0,1,2,1,1,1,4,0,3,1,1,0,2,1,1,0,1,0,3,1,1,2,0,0,0,3,0,1,1,2,0,0,2,0,0,0,0,1,1,1,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,83,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GerbM_4eContv1_24000-27000,GerbM,NA,209,122,110,79,68,41,75,55,31,41,42,37,26,23,26,36,16,40,20,14,11,32,17,9,16,4,11,26,7,2,7,4,5,2,1,1,3,11,9,6,3,14,6,4,0,4,3,12,12,3,8,8,3,4,3,1,3,3,1,0,1,2,0,1,0,0,4,6,5,0,2,1,4,4,0,2,1,7,0,1,2,3,1,1,2,0,1,0,12,2,4,4,0,0,0,0,1,1,0,2,0,2,1,1,0,0,1,1,0,0,0,0,2,7,0,1,0,1,4,1,1,0,1,0,2,1,3,0,0,1,1,0,0,4,0,0,0,1,0,0,1,3,0,2,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GerbM_4eContv1_27000-30000,GerbM,NA,165,151,146,93,81,67,70,50,34,66,33,34,38,27,27,36,18,18,9,24,10,28,33,9,20,7,13,26,4,0,12,4,11,5,4,6,2,22,6,9,7,5,5,4,3,6,5,15,6,3,5,5,8,0,4,0,6,7,6,0,2,4,4,2,1,1,5,3,9,1,3,0,2,0,2,0,0,0,1,2,1,0,3,5,1,1,3,0,5,1,0,3,0,0,0,1,1,0,0,2,2,1,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0,0,3,3,1,0,0,0,5,2,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GerbM_4eContv1_30000-33000,GerbM,NA,223,126,123,96,91,97,81,64,46,34,45,25,22,16,17,26,34,25,13,11,14,14,23,19,12,11,10,17,2,7,4,11,14,13,9,2,3,7,8,10,9,7,4,7,3,1,2,4,11,5,0,3,8,4,11,0,7,5,4,1,0,5,4,4,0,1,3,6,17,1,5,1,3,0,2,0,0,1,3,0,1,1,1,3,1,1,2,0,1,1,2,4,1,0,4,2,1,0,0,0,3,0,0,0,4,0,0,3,2,0,0,0,3,0,0,0,3,1,4,2,1,1,1,1,3,1,0,1,0,0,0,1,0,2,0,1,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
GerbM_4eContv1_33000-36000,GerbM,NA,172,133,129,99,87,89,54,76,34,40,47,36,32,25,23,30,26,15,19,27,23,21,16,6,10,12,13,23,6,7,8,5,15,7,9,7,7,6,5,11,3,10,8,7,3,0,4,8,4,2,2,7,7,0,8,0,8,3,6,0,2,3,2,3,5,1,3,3,4,2,0,0,3,3,2,2,0,1,4,2,1,0,0,5,2,1,5,1,1,2,1,9,1,1,5,4,0,0,0,3,0,2,0,0,1,1,1,4,2,0,0,0,4,1,0,0,0,0,1,0,2,0,1,0,4,3,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GerbM_4eContv1_36000-39000,GerbM,NA,184,136,138,103,81,73,59,60,50,35,41,35,23,23,23,38,27,21,12,8,10,23,23,18,21,17,13,16,5,1,8,13,18,6,14,6,2,11,8,9,1,4,7,5,0,1,7,5,11,8,1,8,5,4,9,0,8,2,0,1,0,3,0,0,3,4,0,3,2,1,2,0,3,3,2,2,0,3,3,0,2,1,1,3,4,0,1,0,2,1,0,0,0,1,2,0,1,1,0,2,0,5,0,1,0,1,0,1,2,0,0,2,2,0,0,0,3,0,2,6,0,1,0,0,2,3,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
GerbM_Violettev2_0-3000,GerbM,NA,193,128,106,85,74,79,70,51,34,60,53,62,28,9,28,33,11,27,16,9,12,19,19,16,16,14,0,15,4,0,10,2,12,0,9,4,7,4,11,14,7,13,2,2,0,3,12,3,3,13,4,12,4,1,2,0,3,9,8,2,2,4,4,2,2,3,4,4,3,4,4,0,0,4,2,0,0,1,3,2,0,0,3,0,2,0,3,0,3,7,2,2,1,8,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,2,0,0,0,5,0,5,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GerbM_Violettev2_3000-6000,GerbM,NA,198,123,118,100,90,70,73,64,36,81,31,32,29,10,15,49,22,17,19,14,20,24,27,9,13,8,2,20,3,18,9,10,16,2,5,5,5,8,5,12,0,6,4,1,1,1,4,6,7,8,1,8,4,2,4,1,6,5,3,5,1,2,1,2,2,1,5,4,4,3,1,0,4,4,0,0,2,0,1,1,2,1,0,1,3,0,0,0,1,2,2,7,1,2,4,2,3,0,0,0,1,5,0,0,0,1,0,3,0,0,0,1,1,1,0,0,2,0,1,0,1,1,1,0,0,4,2,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,87,0,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GerbM_Violettev2_6000-9000,GerbM,NA,146,139,116,82,93,100,69,58,31,94,35,58,22,18,25,32,15,24,14,17,18,25,31,7,17,5,3,12,7,1,13,3,11,0,7,9,7,0,9,11,3,4,8,7,0,1,2,14,5,4,0,5,6,2,4,0,4,9,5,1,5,5,2,2,2,1,2,6,1,0,0,0,2,3,0,1,0,3,6,2,0,1,0,1,5,2,1,0,9,1,0,1,1,5,2,2,1,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,1,9,0,0,0,3,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,101,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GerbM_Violettev2_9000-12000,GerbM,NA,208,146,127,108,81,59,58,74,34,76,33,31,22,10,25,44,13,17,22,12,29,22,24,13,16,3,1,21,4,1,9,12,15,2,3,9,3,11,4,11,2,6,6,4,0,0,4,7,5,2,3,10,7,3,0,1,4,1,2,1,0,2,6,0,2,1,1,3,3,1,0,0,3,5,0,1,0,1,0,0,2,0,5,1,3,1,1,0,6,1,0,3,3,6,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,2,1,1,5,0,1,1,1,0,2,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,69,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GerbM_Violettev2_12000-15000,GerbM,NA,109,159,81,96,116,81,74,82,51,90,32,47,56,18,22,37,20,15,15,14,23,24,25,11,20,6,2,5,2,0,23,8,9,1,7,12,8,0,3,14,1,4,11,5,0,6,8,13,2,6,5,7,7,1,4,2,4,3,0,0,0,4,3,1,5,0,5,1,2,0,5,0,7,6,0,3,0,0,2,2,1,0,2,1,1,3,2,0,2,1,2,10,0,4,2,4,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4,2,0,0,0,1,1,0,0,0,0,0,3,0,2,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GerbM_Violettev2_15000-18000,GerbM,NA,193,165,68,83,83,82,64,67,45,78,32,48,21,17,16,32,22,28,22,13,15,26,27,7,20,12,3,12,11,6,17,7,13,3,8,8,3,1,4,14,6,8,7,2,0,2,5,5,9,3,3,11,2,1,6,1,5,4,2,0,0,5,1,6,2,1,3,3,5,0,4,1,5,2,1,1,0,6,4,3,1,0,1,0,2,1,1,0,3,2,0,2,0,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,4,0,2,3,0,1,1,5,1,0,1,0,4,1,0,0,1,1,0,0,1,1,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,98,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GerbM_Violettev2_18000-21000,GerbM,NA,169,177,88,95,98,72,65,59,24,81,36,57,22,13,30,43,18,19,26,23,25,28,21,11,18,3,3,23,1,0,10,3,14,3,3,10,12,1,5,7,1,0,7,3,2,1,10,3,6,10,3,9,6,4,0,0,4,4,2,0,0,3,5,4,2,0,1,3,3,1,5,0,2,2,2,1,0,0,1,3,0,0,2,1,4,0,1,0,1,1,0,8,2,7,0,2,1,0,0,6,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,3,1,1,1,1,1,0,0,1,1,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GerbM_Violettev2_21000-24000,GerbM,NA,221,165,112,95,99,83,37,61,49,59,40,30,20,8,29,36,24,25,12,21,17,34,30,4,19,3,1,12,2,4,7,1,19,2,10,8,1,3,5,11,5,9,5,1,0,1,3,3,9,3,0,15,3,2,6,0,5,2,4,0,0,4,2,1,6,4,8,6,3,3,3,0,1,5,0,0,0,3,3,1,1,0,0,3,3,2,3,0,0,2,0,4,1,2,1,0,2,1,0,3,3,0,1,0,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,1,0,0,1,0,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GerbM_Violettev2_24000-27000,GerbM,NA,194,150,84,83,91,74,52,89,41,52,50,32,30,16,20,44,14,28,21,17,17,17,23,16,14,6,4,10,3,0,5,4,8,3,8,9,4,1,7,9,6,10,8,9,0,4,3,14,9,3,0,11,1,0,7,1,5,3,3,2,0,0,3,4,3,1,5,7,5,1,3,1,1,1,3,1,0,2,0,0,0,0,3,3,4,2,1,0,2,2,0,4,4,5,2,2,0,0,0,2,2,0,0,0,0,0,1,0,2,2,1,0,0,0,1,1,0,0,3,4,0,1,1,0,5,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
